Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2015,"BOS",162,2268,6237,161,748,706,71,0.076639409,0.18406285,0.149468086,0.305053738,0.265070921,0.325330325,0.414539007,0.32106937286189247,,99.08258647830714,1.366205147933215,-5.883879799199083,-28.941006537526846,17.936028888048185
2021,"MIL",162,2403,6099,194,738,700,82,0.096081324,0.240203312,0.162812384,0.282771535,0.233308466,0.317081205,0.39612085,0.3100378469557088,,91.98907729223069,2.804470610411954,-59.61953665011864,33.85131590440869,17.93544715958766
2015,"WSN",162,2245,6117,177,703,665,57,0.088115089,0.219715546,0.151436993,0.299646286,0.251105379,0.321016166,0.402542372,0.3145231025350363,,96.17412289905805,-2.2673474191688,-29.669526835405254,9.410512830480002,17.906149774918717
2024,"SFG",162,2414,6062,177,693,661,68,0.081161332,0.239524909,0.156959707,0.290355853,0.238644688,0.305238803,0.395604395,0.30519322507858593,,97.06321354947276,0.5761613466893323,-20.772588117012507,-10.127105854451656,17.675185299253585
2015,"BAL",162,2249,6007,217,713,686,44,0.069585483,0.221574829,0.170829535,0.290501385,0.249772105,0.307216839,0.42060164,0.3149946767792453,,97.29874613214395,-4.916260150726885,-23.92702178674098,-5.850574290379882,17.674027228852264
2013,"WSN",162,2241,6047,161,656,621,88,0.076732263,0.19712254,0.1464312,0.292091217,0.251103752,0.312594079,0.397534952,0.3114300366606398,,94.47384145206833,3.116280092392117,-34.70945978476657,16.514092141296715,17.667392760931126
2014,"NYY",162,2288,6082,147,633,591,112,0.074317658,0.186287405,0.134618883,0.281894934,0.245406585,0.306840713,0.380025468,0.3052422179636219,,93.79615712153903,3.238680880749598,-38.46735618228133,7.592959879664704,17.60007115137992
2016,"LAA",162,2419,6041,156,717,686,73,0.077967223,0.164045687,0.144908856,0.289406877,0.259620696,0.321892702,0.404529552,0.31410731988853285,,98.58401905750242,-8.279756136704236,-18.8403123041792,-14.286597650498152,17.532009668160732
2011,"NYM",162,2383,6335,108,718,676,130,0.090134175,0.171270718,0.126964285,0.307295173,0.26375,0.33476874,0.390714285,0.31929087892083596,,101.93003419597443,11.141548995161429,25.041381428618493,-53.5539252050221,17.4959229468187
2014,"BOS",162,2283,6226,123,634,601,63,0.085929971,0.214744619,0.124482075,0.297369056,0.244100162,0.315501127,0.368582237,0.30458151605372685,,89.15542701203569,-8.070807163370773,-82.9333573896925,46.197177458088845,17.453990322370647
2015,"SEA",162,2407,6131,198,656,624,69,0.077964442,0.217908987,0.162337663,0.291965389,0.248737373,0.310684391,0.411075036,0.31278678032479557,,100.38156100275901,-23.050460224971175,-20.7374834365734,-15.776364583522081,17.389108150792193
2014,"COL",162,2387,6164,186,755,721,85,0.064406229,0.207819597,0.168745546,0.32554257,0.276372059,0.326945126,0.445117605,0.33730663198509747,,97.12487114630964,-12.264207692118362,-33.06042971400676,4.8242534920573235,17.379394543167283
2016,"TBR",162,2281,6046,216,672,647,60,0.074263976,0.24512074,0.182448459,0.293098924,0.243203794,0.307117969,0.425652253,0.3145077547456295,,98.26230000559107,-2.154863740550354,-14.833351112708733,-20.12433344637975,17.362096504496186
2022,"TEX",162,2365,6029,198,707,670,128,0.075634433,0.239840769,0.156626506,0.286673553,0.238773274,0.300880544,0.39539978,0.3046314408244518,,97.77449381469944,8.06640766793862,-7.032357573940891,-18.976844310760498,17.295207087096117
2015,"DET",161,2340,6159,151,689,660,83,0.073875629,0.204416301,0.14986619,0.322458628,0.27029438,0.32773794,0.42016057,0.3236052326784759,,102.73916298450375,-27.610914745368063,-8.571443456432451,-31.61631782539189,17.09626601208799
2015,"LAA",162,2459,5990,176,661,621,52,0.072621035,0.191986644,0.150083072,0.279593318,0.245707956,0.306554621,0.395791028,0.30495821829177466,,94.60963842891138,0.5214869705960155,-37.00770121937832,2.319983681663871,17.093893114750415
2024,"STL",162,2352,6114,165,672,639,91,0.078181223,0.215570821,0.144180135,0.29427659,0.247503177,0.311596583,0.391683312,0.3073353638339882,,97.96365551854647,-3.176471933722496,-18.064527011039768,-21.292950704693794,16.98067744536318
2018,"CIN",162,2402,6240,172,696,665,77,0.089583333,0.22051282,0.147686189,0.306543916,0.253796095,0.327572282,0.401482284,0.31689097789915605,,94.44573314425624,-7.480579262757601,-50.35190224066052,24.168535543372855,16.973453520525773
2013,"TOR",162,2314,6152,185,712,669,112,0.082899869,0.182542262,0.158208416,0.284274666,0.252483294,0.317818063,0.41069171,0.32013111523453874,,99.11957186605605,3.8183154999278486,-2.799601405854167,-38.36706470232457,16.96669524961222
2017,"OAK",162,2350,6126,234,739,708,57,0.09222984,0.243388834,0.189787701,0.293728499,0.245973645,0.319371727,0.435761346,0.32264622609420196,,103.38158439897482,-10.280191694386303,15.129371458196925,-46.96769730374217,16.95318921808737
2016,"ARI",162,2399,6260,190,752,709,137,0.073961661,0.227955271,0.170697264,0.315467449,0.261076787,0.32046332,0.431774051,0.32132408417315955,,92.56060451838776,15.568969730484241,-42.06290078913699,8.549148630350828,16.932417329623988
2024,"TEX",162,2291,6053,176,683,652,97,0.080951594,0.212126218,0.142178363,0.278574962,0.237938596,0.305440714,0.380116959,0.3002595929575734,,95.1183087392611,-3.0903677134774625,-36.99311305879156,-1.2463190332055092,16.93033002864566
2013,"NYM",162,2378,6207,130,619,593,114,0.082487514,0.222974061,0.128980032,0.291390728,0.237093002,0.305654858,0.366073034,0.2967902780417566,,89.70178161590853,23.025132838636637,-49.21851798308171,17.629736753180623,16.741074953744313
2017,"LAA",162,2392,6073,186,710,678,136,0.086118886,0.197266589,0.154570637,0.276674025,0.242659279,0.314998348,0.397229916,0.3067824038000379,,91.67240520465116,1.911704332625959,-60.75730788253702,27.14930298551917,16.602971258545097
2011,"WSN",161,2341,6090,154,624,594,106,0.077175697,0.217241379,0.140231575,0.291541541,0.242418673,0.308588548,0.382650248,0.30455098542866693,,89.14462698315171,3.7106117063667625,-73.3849616039971,43.49269751086831,16.556695616724184
2018,"MIN",162,2351,6154,166,738,704,47,0.08677283,0.215794605,0.155446978,0.298034398,0.249547593,0.31784841,0.404994571,0.3131836229279857,,95.83090280595904,-3.3095184611156583,-34.4089593477988,-15.020781308412552,16.524360951130284
2019,"LAA",162,2425,6251,220,769,734,65,0.093745,0.204127339,0.175027066,0.280821917,0.246842295,0.32403399,0.421869361,0.3164541591150859,,95.67185766458495,-1.4479814405785874,-36.43143371800989,-20.115920078009367,16.493510082230724
2015,"CIN",162,2337,6196,167,640,613,134,0.080051646,0.202550032,0.145754802,0.290045356,0.248070364,0.312245893,0.393825166,0.3069204576197671,,91.39510130152456,10.89425580529496,-52.06739130149464,16.05533976573497,16.493113161139206
2014,"MIA",162,2311,6185,122,645,614,58,0.081002425,0.22942603,0.124954858,0.316402378,0.252618273,0.316538524,0.377573131,0.3070515184847535,,94.72421396705083,-5.5758436298929155,-42.3511845168883,5.003056592307985,16.449681092998702
2016,"TEX",162,2324,6089,215,765,746,99,0.071604532,0.200361307,0.17158371,0.298062953,0.261719457,0.321528578,0.433303167,0.3240014415372301,,94.68234404521469,-1.246974469628185,-40.29068948011728,-5.138303924351931,16.44013380450838
2014,"SEA",162,2333,5977,136,634,600,96,0.066253973,0.206123473,0.131926606,0.289601554,0.243669724,0.3003367,0.37559633,0.2991464635089547,,93.83952370036943,3.226183896884322,-37.525482628502516,-0.7588448617607355,16.424973842729546
2015,"SDP",162,2396,6019,148,650,623,82,0.070775876,0.220468516,0.142202675,0.29224652,0.242624152,0.300083822,0.384826827,0.2980008227203744,,90.31680758178334,5.03297839872539,-63.22954680840917,31.49132646713406,16.366397628329697
2017,"BOS",162,2334,6338,168,785,735,106,0.090091511,0.193120858,0.148879873,0.299791328,0.25771741,0.329435929,0.406597283,0.3163640555863243,,91.27081238370329,7.151245941699017,-61.700007108278,16.959905533934943,16.365472760643694
2011,"TOR",162,2265,6210,186,743,704,131,0.084541062,0.190660225,0.163878395,0.282813975,0.248965641,0.316717915,0.412844036,0.31901405730827037,,96.7865709691718,12.08961857133545,-11.641581672112167,-38.41584376245737,16.310533605322185
2024,"TBR",162,2392,6006,147,604,564,178,0.082084582,0.247252747,0.135832251,0.288730535,0.230283911,0.302403204,0.366116162,0.29430693139674097,,94.8333314628609,4.922071108361706,-30.583911492315238,-12.802034500986338,16.236684901769628
2019,"SEA",162,2347,6199,239,758,730,115,0.094854008,0.255041135,0.186727273,0.286790422,0.237272727,0.315542616,0.424,0.3141097788713448,,98.86174415576525,5.1933161448687315,-4.067925364514801,-53.44858270091936,16.21648550604224
2014,"MIN",162,2292,6233,128,715,675,99,0.087277394,0.213219958,0.135440992,0.309099662,0.253637506,0.32361469,0.389078498,0.3163950382013656,,100.46293566206138,20.93627397180535,23.817395275932437,-72.59160014428198,16.157713917560706
2016,"MIL",162,2342,6061,194,671,641,181,0.098828576,0.254578452,0.1630394,0.304240088,0.243714821,0.322231473,0.406754221,0.31520297538892766,,91.92451780651494,7.794914701138623,-52.62396777258177,17.397801274433732,16.11007409807046
2018,"NYM",162,2333,6177,170,676,649,71,0.091630241,0.227294803,0.154169715,0.282520325,0.23445501,0.312408521,0.388624725,0.30468034273314826,,93.99609225027963,-3.4424261446110904,-49.11151692011586,16.022890359628946,16.06405169440606
2010,"FLA",162,2300,6194,152,719,686,92,0.082983532,0.221989021,0.148978485,0.309117865,0.253661182,0.32101579,0.402639667,0.31841048545044887,,92.15666900529433,22.49346543243155,-36.145708435369066,1.222801637952216,16.01995504448067
2012,"NYM",162,2420,6091,139,650,625,79,0.082580857,0.205220817,0.136697248,0.297726717,0.248990825,0.315684647,0.385688073,0.3062431475503195,,93.756404024935,-3.175136005040258,-48.79668942407582,15.45187711995095,15.916533468992622
2010,"WSN",162,2410,6100,149,655,634,110,0.082459016,0.2,0.140088594,0.294433593,0.250092284,0.318181818,0.390180878,0.3130003311764573,,90.05260327720438,-11.267244042828679,-84.37275552423414,51.20114175538765,15.9034942978373
2023,"LAA",162,2314,6145,231,739,708,72,0.084296175,0.248006509,0.180907269,0.294973544,0.245217708,0.316862361,0.426124977,0.3199746922525004,,101.06572151421712,-11.56940253986977,-3.7728327112971485,-48.27284504054114,15.845983519486225
2022,"SFG",162,2552,6117,183,716,683,64,0.093346411,0.239006048,0.15578635,0.28368421,0.233864985,0.315333006,0.389651335,0.31051788218435505,,101.58012462290385,-5.673629602766596,5.443553358799354,-66.37667150283232,15.69395873151568
2010,"CHW",162,2212,6118,177,752,710,160,0.076332134,0.150702844,0.152443472,0.291657246,0.26750547,0.331740276,0.419948942,0.33155284601366153,,100.12186451815536,-8.102767215576023,-7.668585461041474,-54.57503338903189,15.63876152221584
2017,"CHW",162,2289,6059,186,706,670,71,0.066182538,0.2305661,0.161073826,0.309361594,0.256121893,0.31363108,0.417195719,0.3130341214098376,,95.43070527597284,-4.10161704908387,-38.53518005483824,-5.401024164631963,15.529056286512978
2018,"TOR",162,2435,6076,217,709,680,47,0.082126398,0.228275181,0.18312945,0.286189258,0.243929158,0.311810245,0.427058608,0.3185674838987493,,99.6802567478785,-21.25027118321441,-23.78491393394302,-32.84522206708789,15.509223618328026
2016,"CHW",162,2217,6131,168,686,656,77,0.074213015,0.209590605,0.152612612,0.304274329,0.257297297,0.317273025,0.409909909,0.31387146429877666,,96.66602307870603,-1.0798863272648305,-25.805114992574946,-31.284190635662526,15.39311220374482
2022,"CHW",162,2371,6123,149,686,654,58,0.06336763,0.207251347,0.131349136,0.304162724,0.255747638,0.310463402,0.387096774,0.30635316171932314,,98.40361726345795,-6.863219902705168,-17.862610519498638,-29.378446131944656,15.378172327205052
2015,"MIA",162,2297,5988,120,613,575,112,0.06262525,0.192050768,0.123741534,0.307110796,0.259930441,0.309954368,0.383671975,0.301514118003667,,90.57497159154204,-1.2053616419434547,-67.25375953250345,26.850910492241383,15.345071392541708
2010,"NYM",162,2348,6144,128,656,625,130,0.081705729,0.178222656,0.13357731,0.286810886,0.249039341,0.314497528,0.382616651,0.3067469786860647,,88.96599246538575,10.615473623387516,-70.93073806953117,29.66319241374731,15.203417487618944
2014,"CHC",162,2358,6102,157,614,590,65,0.072435267,0.242051786,0.145787945,0.29578544,0.238743645,0.299586435,0.38453159,0.30252337848093913,,90.7815950962816,4.0255507891997695,-59.51827768949241,13.23208637535572,15.193557120851924
2016,"MIN",162,2290,6245,200,722,690,91,0.082145716,0.228342674,0.170523318,0.299628252,0.250800996,0.316178835,0.421324314,0.31697062304568824,,95.20512138597486,8.292811908293515,-28.03924033941219,-35.6798579916358,15.109881111400131
2016,"NYY",162,2308,6058,183,680,647,72,0.078408715,0.196104324,0.152803224,0.288684719,0.252290216,0.31440903,0.40509344,0.31068466054112787,,91.76198787306737,1.4169020175468177,-58.86799443206709,0.7399673666805029,15.034088349761207
2011,"SDP",162,2355,6074,91,593,563,170,0.082482713,0.217319723,0.111500831,0.294349864,0.237031567,0.304839514,0.348532398,0.2896498105290786,,86.40129989753936,18.239188134903088,-77.24022690619594,33.316865370608866,15.020682710076944
2017,"COL",162,2374,6201,192,824,793,59,0.083696178,0.227060151,0.170762559,0.331572327,0.272858691,0.33773216,0.44362125,0.332402720186402,,87.53267692565302,-7.544050689131836,-106.90870726362961,42.33090075943619,14.818378422825939
2018,"COL",163,2368,6178,210,780,748,95,0.082065393,0.226124959,0.179390002,0.304205489,0.255910485,0.322033898,0.435300487,0.32492288348908577,,88.3115484335345,0.06068461830727756,-88.27639810130577,41.55870761163533,14.664236536854146
2014,"CIN",162,2213,5978,131,595,562,122,0.069421211,0.209434593,0.12734013,0.28426772,0.237627432,0.29649093,0.364967562,0.29412214590088537,,83.03557530359083,-1.1916432934813201,-115.36063380346413,67.9799604639411,14.661581952479391
2023,"CLE",162,2372,6096,124,662,622,151,0.077263779,0.187335958,0.131325956,0.292472617,0.250136042,0.313167844,0.381461998,0.3015157035421737,,91.13439251737074,9.642192137194797,-55.11470572591247,-8.558163195848465,14.518809994353964
2012,"BAL",162,2282,6160,214,712,677,58,0.077922077,0.213474025,0.169784172,0.285890174,0.247302158,0.311274509,0.41708633,0.3165092364031812,,96.33058524296224,-17.147884046193212,-44.0171556185665,-27.459205145481974,14.262292449314522
2010,"COL",162,2379,6265,173,770,741,99,0.093375897,0.203351955,0.162206149,0.30968523,0.262567811,0.33564181,0.42477396,0.33309337880179196,,90.52535040923746,9.27880687545985,-61.999874229802714,7.8601769637316465,14.252186984114477
2010,"LAA",162,2236,6089,155,681,656,104,0.07653145,0.17572672,0.141946064,0.280930232,0.248360058,0.311269237,0.390306122,0.3100125484137563,,93.69199071244059,-8.750605267006904,-54.17963677228359,-20.44902604748495,14.249618778550492
2017,"ATL",162,2374,6216,165,732,706,77,0.076254826,0.19047619,0.149713467,0.305132411,0.262714899,0.326023391,0.412428366,0.3156380263737605,,88.6037454133964,3.9762714500830043,-87.87371958417987,17.036689549684525,14.24681216462688
2013,"NYY",162,2253,6044,144,650,614,115,0.077101257,0.200860357,0.133418976,0.285195056,0.242429803,0.306924101,0.375848779,0.30120448609276296,,86.44668422991762,4.431994831189513,-89.19386148611706,26.12912667542696,14.227036671885234
2011,"CHC",162,2373,6130,148,654,610,69,0.069331158,0.196084828,0.144350333,0.301133679,0.256442602,0.314271588,0.400792935,0.31353524710119174,,91.27453208778564,-17.664057796588168,-80.17520657861273,26.38348638266325,14.158130931191101
2013,"CHC",162,2294,6079,172,602,576,63,0.072215824,0.20233591,0.154419789,0.275084827,0.237722808,0.300464037,0.392142597,0.3043731446270938,,90.32534001144948,-11.911601186729968,-78.34209833285547,26.22264747787267,14.109336466577275
2012,"TOR",162,2289,6094,198,716,677,123,0.077617328,0.205283885,0.161290323,0.281165809,0.245307089,0.309240924,0.406597412,0.3110612977146015,,91.86798372370096,2.4874937096610665,-55.791662674282506,-15.564370453357697,14.041851042530046
2014,"CHW",162,2285,6077,155,660,625,85,0.068619384,0.224123745,0.145769438,0.306348425,0.25257081,0.30983823,0.398340248,0.3123442115823263,,98.51226021427256,-13.06980458414182,-23.458491559603186,-40.51912093535066,13.951781999778255
2012,"LAD",162,2356,6091,116,637,607,104,0.07896897,0.189788212,0.121919824,0.298049476,0.251746965,0.316525212,0.373666789,0.3017585484573505,,89.93697861220842,-8.607865569647402,-81.94041767184795,29.52366953715682,13.918275473565028
2013,"COL",162,2330,6152,159,706,673,112,0.069408322,0.195708712,0.148597964,0.3165535,0.269869619,0.322654838,0.418467583,0.32414888538084613,,87.25484524305314,17.425142442807555,-72.68654860491979,16.48669610545039,13.905869893355117
2024,"OAK",162,2384,6034,196,643,619,98,0.081703679,0.24892277,0.159425626,0.284009546,0.233247422,0.301413133,0.392673048,0.30301122289947635,,100.87308270007952,-7.156441181898117,-1.128537613163263,-66.21266102045774,13.859225817902585
2020,"LAD",60,921,2316,118,349,327,29,0.098445595,0.203367875,0.226738492,0.276450511,0.256121449,0.337802768,0.482859941,0.34958523721343265,,120.22118748360356,-1.5030290524300653,58.33381900986209,-1.3310151370242238,13.814122562199604
2011,"FLA",162,2348,6232,149,625,596,95,0.086970474,0.19961489,0.141793754,0.290834736,0.246550472,0.317597265,0.388344226,0.31117762910060276,,91.94341527023245,2.1418435713276267,-56.06131944980673,-4.566737718181685,13.765248342382536
2014,"CLE",162,2391,6222,142,669,644,104,0.081002892,0.19109611,0.135605381,0.295597484,0.25309417,0.317179902,0.388699551,0.3130435496520189,,98.34519414052556,9.924085705541074,-1.6795245592857597,-68.69530588295311,13.750420894901264
2020,"SDP",60,913,2231,95,325,312,55,0.091438816,0.214701927,0.208924949,0.291076487,0.256592292,0.332732191,0.465517241,0.3409705645999253,,116.43907908962468,5.430526259122416,52.26856923980736,6.693017193116248,13.701100025501516
2014,"HOU",162,2229,6055,163,629,596,122,0.081750619,0.238150289,0.140811456,0.29757607,0.241784468,0.309464611,0.382595924,0.3075613933049398,,98.28147157438514,3.602318283636123,-8.105564825247628,-57.869121826137416,13.656812797355144
2016,"KCR",162,2244,6052,147,675,640,121,0.063119629,0.202247191,0.138868877,0.309134045,0.261167146,0.312156993,0.400036023,0.30716907184987713,,89.11394315751848,9.150742030098627,-70.47675152559343,-1.410601081326604,13.606184170506612
2023,"CIN",162,2492,6195,198,783,747,190,0.089749798,0.24213075,0.170212766,0.306266318,0.249318057,0.326910621,0.419530823,0.32463944677249,,96.62940894899084,17.50601961184293,-8.36215787016355,-65.87895811961381,13.593501632118553
2014,"ATL",162,2252,6064,123,573,545,95,0.077836411,0.225758575,0.119422092,0.29802648,0.240673006,0.304658901,0.360095098,0.29629047832315153,,86.13782870501153,-4.378125648247078,-98.85927055459312,38.828456348739564,13.559698010430612
2010,"LAD",162,2310,6140,120,667,621,92,0.086807817,0.192833876,0.126796904,0.299137104,0.252119424,0.321552436,0.378916328,0.3092928880470997,,91.59625525959363,1.3473687968216836,-60.61479841906893,3.4767202474176884,13.544848287557803
2019,"PIT",162,2441,6228,163,758,722,64,0.068240205,0.194765574,0.155559484,0.309154113,0.264627894,0.321249393,0.420187378,0.31296262882089104,,91.77759634272851,-3.3408033420455467,-71.47396088294269,11.636779957450926,13.488451938071869
2010,"CHC",162,2307,6140,149,685,658,55,0.078013029,0.201302931,0.144956459,0.303721488,0.256531204,0.319624938,0.401487663,0.3178628401675854,,90.34894274368487,-10.291071421932429,-81.67603081311209,23.694936018437147,13.457421586950675
2023,"NYY",162,2321,5973,219,673,650,100,0.093252971,0.238908421,0.1705805,0.266092108,0.226751831,0.303706188,0.397332331,0.3044882563606243,,91.89264221274335,-11.564234100282192,-69.58780228352614,-1.3140027225017548,13.376899252870915
2023,"SFG",162,2441,6095,174,674,651,57,0.089253486,0.244790812,0.148558759,0.289828269,0.234848484,0.312047399,0.383407243,0.30417807538733344,,91.48851510206396,-10.096173825091682,-74.48831026588343,0.3987188143655658,13.269682462927411
2023,"BOS",162,2391,6174,182,772,734,112,0.078717201,0.222222222,0.1659475,0.310413059,0.258360302,0.324016899,0.424307802,0.3236913244505623,,99.34982585020266,-4.702507573791081,-9.51232843751815,-69.95937559381127,13.21040283659551
2023,"PIT",162,2412,6089,159,692,662,117,0.091312202,0.240433568,0.152793193,0.296393099,0.23917869,0.31453076,0.391971883,0.30841801986270584,,89.54884842117958,-2.1408409860305255,-80.97756668007148,6.231359168887138,13.183870620745495
2020,"CHW",60,889,2267,96,306,294,20,0.078958976,0.251874724,0.192476795,0.314429289,0.260869565,0.325673884,0.45334636,0.33416907551223257,,111.13500211818986,-3.339334303396754,27.714407465231258,7.303457803442143,13.05667093390074
2014,"ARI",162,2274,6089,118,615,573,86,0.06536377,0.191328625,0.127341499,0.292915214,0.248378962,0.301874274,0.375720461,0.2995100851832489,,83.29977608584456,1.5103936998639256,-112.77522782842063,46.15057671442628,12.919480182652915
2017,"KCR",162,2342,6027,193,702,660,91,0.06470881,0.19346275,0.160223989,0.29496915,0.259393063,0.311418109,0.419617052,0.3122518867338852,,90.9000552641275,7.982130018695898,-60.16030508817961,-8.995430602692068,12.91393501631773
2011,"HOU",162,2377,6150,95,615,579,118,0.065203252,0.189268292,0.116112897,0.307815356,0.257591997,0.310588622,0.373704894,0.30142918363134696,,87.59872773902174,-0.5738499674480408,-89.1474497449368,22.241556172375567,12.835673783710275
2012,"MIN",162,2271,6209,131,701,666,135,0.081333548,0.172169431,0.129989213,0.298098687,0.260338007,0.324805699,0.39032722,0.31279098234280567,,95.45998126100041,0.7213649353943765,-32.51344372501887,-54.40911558363587,12.816941313480047
2019,"TOR",162,2354,6091,247,726,697,51,0.083565916,0.248563454,0.191698525,0.279787234,0.236482796,0.305020576,0.428181321,0.3096895100750023,,92.40112398189254,-7.708105952246115,-67.14773742699532,-21.631811004132032,12.800122818442844
2020,"ATL",60,900,2344,103,348,338,23,0.101962457,0.244453924,0.214561235,0.322419928,0.268081002,0.349125053,0.482642237,0.3547513426629259,,119.81755146165622,2.380634743720293,61.71326632378751,4.5037660538218915,12.706143347639964
2019,"CIN",162,2462,6100,227,701,679,80,0.080655737,0.235409836,0.177981652,0.288219895,0.243669724,0.314808707,0.421651376,0.31188151121415886,,84.96025592243846,-9.422323902603239,-130.73923962303155,66.5606854450889,12.670117726402985
2015,"MIL",162,2377,6024,145,655,624,84,0.068393094,0.21563745,0.141788321,0.302948402,0.251459854,0.306854365,0.393248175,0.30361309682728066,,87.37528504842626,1.4957236493937671,-87.87532344170587,20.695107348263264,12.620898880964202
2012,"KCR",162,2249,6149,131,676,643,132,0.06570174,0.167832167,0.135202271,0.301506424,0.264726756,0.316511513,0.399929027,0.3110555079955309,,94.00171508306754,-7.396369501948357,-50.82491871555358,-36.61477673985064,12.550896021512116
2011,"COL",162,2348,6275,163,735,697,118,0.088446215,0.191394422,0.152056277,0.299715909,0.257756132,0.329193548,0.409812409,0.32365255137821225,,87.53784579461777,-1.8339281897060573,-92.53606520334047,18.36237995326519,12.471623255022815
2017,"DET",162,2336,6150,187,735,699,65,0.081788617,0.213495934,0.165586753,0.305657604,0.258279337,0.32420984,0.42386609,0.32079461824471056,,97.65632065431785,-9.040119890090864,-27.01206213631277,-51.516139037907124,12.38514196260975
2016,"ATL",161,2390,6192,122,649,615,75,0.081072351,0.200258397,0.129669932,0.304947668,0.254624591,0.320711604,0.384294523,0.3042138848132625,,86.49265103928539,-0.15794194152476848,-104.81730859988741,27.65944850957021,12.24790040250532
2021,"LAA",162,2325,6016,190,723,691,79,0.077127659,0.231715425,0.162037889,0.294223826,0.244804119,0.309774436,0.406842008,0.3084895757066102,,93.11723258845258,3.3554392578789702,-47.52955675794977,-37.033851966261864,12.190688415158757
2018,"MIA",161,2434,6083,128,589,554,45,0.074798619,0.227519316,0.119169096,0.293236835,0.237427113,0.302794774,0.356596209,0.2890190913261042,,83.45219727785734,-6.041507546950015,-129.17910996990423,61.138509130105376,12.169825510709373
2015,"MIN",162,2311,6017,156,696,661,70,0.072959946,0.210071464,0.152368758,0.291829745,0.246753246,0.305328211,0.399122004,0.30512961797301125,,89.2825347578927,-5.488098230212927,-80.40798792380137,-2.1077315900474787,12.110968714189394
2019,"COL",162,2452,6288,224,835,803,71,0.077767175,0.239026717,0.190282686,0.321428571,0.265371024,0.326222935,0.45565371,0.3278860276927887,,87.2210840134432,-5.874030437902547,-112.47601604685929,36.16671410668641,12.074489489249839
2021,"KCR",162,2368,5993,163,686,647,124,0.070248623,0.209911563,0.147042564,0.292262198,0.248571955,0.306465155,0.395614519,0.30368194553818806,,87.56314752349172,6.8415689882822335,-84.97512921301666,-0.06664802134037018,12.063694409704901
2018,"PHI",162,2474,6136,186,677,653,69,0.094850065,0.247718383,0.158370207,0.289066666,0.234144542,0.313995411,0.392514749,0.30736136161469807,,90.53664518369203,-0.8650182418059558,-72.25306809465637,0.7791171511635184,11.983456943595087
2021,"TEX",162,2252,5943,167,625,598,106,0.072858825,0.232374221,0.14320074,0.279578189,0.2320074,0.294415387,0.37520814,0.2912298636761231,,83.02231668148555,8.409385830454994,-115.39564423972385,30.867923386394978,11.943447104412256
2023,"DET",162,2422,6080,165,661,635,85,0.083552631,0.242269736,0.145673604,0.29113924,0.2358525,0.304813715,0.381526104,0.29984017065880003,,89.7749339503978,2.450951127335429,-72.14796150116366,-17.131203714758158,11.910642156293838
2016,"CIN",162,2287,6094,164,716,678,139,0.074171316,0.210699048,0.152177875,0.303453343,0.255695279,0.315990057,0.407873154,0.31117365150779197,,88.7466054359402,1.5848294025017822,-83.96259567866831,6.025543484836817,11.849483433945784
2017,"BAL",162,2351,6140,232,743,713,32,0.063843648,0.229967426,0.175044247,0.30596092,0.26,0.311796377,0.435044247,0.31828939378778004,,95.2556782184123,-14.900276880223828,-51.256564417055486,-33.13132179155946,11.769101265381597
2012,"COL",162,2429,6183,166,758,716,100,0.072780203,0.196183082,0.162811547,0.320981826,0.273623812,0.329727958,0.436435359,0.33087382146851674,,89.68649982836735,2.8444202905520797,-73.81539202882243,-1.9599485145881772,11.764060946708398
2023,"KCR",162,2369,5985,163,676,651,163,0.068671679,0.233249791,0.153463523,0.295900178,0.244104642,0.302781501,0.397568165,0.302903782468742,,86.25967036848454,8.592637677043967,-89.94312550320176,2.0281091071665287,11.72146327065798
2019,"SDP",162,2413,6019,219,682,652,70,0.083734839,0.262668217,0.172324244,0.293208172,0.237618252,0.307640862,0.409942496,0.3046289135829109,,88.70709236799114,-8.807101900383714,-98.84027367413222,27.441134691238403,11.71778317266041
2014,"SDP",162,2362,5905,109,535,500,91,0.079254868,0.219136325,0.115413676,0.276930894,0.22648281,0.292065663,0.341896486,0.2831203881827156,,81.53264677233173,-6.189458400476724,-128.68967963842485,56.52193017594982,11.700226060674302
2011,"CHW",162,2206,6159,154,654,625,81,0.077122909,0.160578015,0.135587059,0.279909194,0.252090149,0.318650728,0.387677208,0.3119485463807267,,90.27236331307253,-9.902681773761287,-79.99568325553437,-12.331169018521905,11.661844402423526
2014,"TEX",162,2264,6026,111,637,597,105,0.069200132,0.192831065,0.118864469,0.30458412,0.256410256,0.313889353,0.375274725,0.3051977353468111,,90.2126879100102,-1.7835191912017763,-66.81221053130882,-16.648049406707287,11.63878189172761
2018,"SDP",162,2380,6059,162,617,583,95,0.077735599,0.25136161,0.14509661,0.293719051,0.23496172,0.297310756,0.38005833,0.2936807587553932,,84.36548362562363,4.799061400903156,-111.52288405029005,38.87797061353922,11.620211441895707
2020,"NYM",60,902,2279,86,286,278,20,0.086441421,0.218516893,0.186851211,0.320247933,0.27236777,0.348112379,0.459218981,0.3470723322309586,,122.74457889551174,-1.3086109490832314,64.92001176172167,-9.03711624222342,11.527318739208138
